CODIGO_DANE_MUNICIPIO,DEPARTAMENTO,MUNICIPIO
68705,SANTANDER,SANTA BARBARA
68464,SANTANDER,MOGOTES
25797,CUNDINAMARCA,TENA
08606,ATLANTICO,REPELON
13212,BOLIVAR,CORDOBA
52885,NARINO,YACUANQUER
25394,CUNDINAMARCA,LA PALMA
17442,CALDAS,MARMATO
15212,BOYACA,COPER
50110,META,BARRANCA DE UPIA
13006,BOLIVAR,ACHI
68418,SANTANDER,LOS SANTOS
52256,NARINO,EL ROSARIO
05091,ANTIOQUIA,BETANIA
76845,VALLE DEL CAUCA,ULLOA
52233,NARINO,CUMBITARA
54599,NORTE DE SANTANDER,RAGONVALIA
68861,SANTANDER,VELEZ
15272,BOYACA,FIRAVITOBA
15676,BOYACA,SAN MIGUEL DE SEMA
15778,BOYACA,SUTATENZA
17444,CALDAS,MARQUETALIA
08675,ATLANTICO,SANTA LUCIA
15820,BOYACA,TOPAGA
68385,SANTANDER,LANDAZURI
17616,CALDAS,RISARALDA
85400,CASANARE,TAMARA
13440,BOLIVAR,MARGARITA
68755,SANTANDER,SOCORRO
25339,CUNDINAMARCA,GUTIERREZ
13580,BOLIVAR,REGIDOR
18205,CAQUETA,CURILLO
25035,CUNDINAMARCA,ANAPOIMA
47318,MAGDALENA,GUAMAL
17013,CALDAS,AGUADAS
52019,NARINO,ALBAN
50400,META,LEJANIAS
18785,CAQUETA,SOLITA
73675,TOLIMA,SAN ANTONIO
18479,CAQUETA,MORELIA
27073,CHOCO,BAGADO
25491,CUNDINAMARCA,NOCAIMA
25758,CUNDINAMARCA,SOPO
13744,BOLIVAR,SIMITI
66318,RISARALDA,GUATICA
68217,SANTANDER,COROMORO
05315,ANTIOQUIA,GUADALUPE
66456,RISARALDA,MISTRATO
25001,CUNDINAMARCA,AGUA DE DIOS
73352,TOLIMA,ICONONZO
15753,BOYACA,SOATA
95015,GUAVIARE,CALAMAR
15325,BOYACA,GUAYATA
05134,ANTIOQUIA,CAMPAMENTO
52320,NARINO,GUAITARILLA
23682,CORDOBA,SAN JOSE DE URE
25053,CUNDINAMARCA,ARBELAEZ
99001,VICHADA,PUERTO CARRENO
25878,CUNDINAMARCA,VIOTA
05467,ANTIOQUIA,MONTEBELLO
18460,CAQUETA,MILAN
47703,MAGDALENA,SAN ZENON
95200,GUAVIARE,MIRAFLORES
52621,NARINO,ROBERTO PAYAN
15491,BOYACA,NOBSA
25845,CUNDINAMARCA,UNE
66572,RISARALDA,PUEBLO RICO
73055,TOLIMA,ARMERO
54174,NORTE DE SANTANDER,CHITAGA
54670,NORTE DE SANTANDER,SAN CALIXTO
15664,BOYACA,SAN JOSE DE PARE
17050,CALDAS,ARANZAZU
08141,ATLANTICO,CANDELARIA
08849,ATLANTICO,USIACURI
15686,BOYACA,SANTANA
68298,SANTANDER,GAMBITA
05313,ANTIOQUIA,GRANADA
63302,QUINDIO,GENOVA
73686,TOLIMA,SANTA ISABEL
25530,CUNDINAMARCA,PARATEBUENO
25645,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA
15740,BOYACA,SIACHOQUE
85225,CASANARE,NUNCHIA
15104,BOYACA,BOYACA
05665,ANTIOQUIA,SAN PEDRO DE URABA
52254,NARINO,EL PENOL
13810,BOLIVAR,TIQUISIO
66383,RISARALDA,LA CELIA
25326,CUNDINAMARCA,GUATAVITA
15293,BOYACA,GACHANTIVA
13654,BOLIVAR,SAN JACINTO
23419,CORDOBA,LOS CORDOBAS
25662,CUNDINAMARCA,SAN JUAN DE RIOSECO
47030,MAGDALENA,ALGARROBO
23350,CORDOBA,LA APARTADA
73152,TOLIMA,CASABIANCA
15600,BOYACA,RAQUIRA
15464,BOYACA,MONGUA
25779,CUNDINAMARCA,SUSA
05142,ANTIOQUIA,CARACOLI
68533,SANTANDER,PARAMO
05789,ANTIOQUIA,TAMESIS
15667,BOYACA,SAN LUIS DE GACENO
73461,TOLIMA,MURILLO
47545,MAGDALENA,PIJINO DEL CARMEN
47570,MAGDALENA,PUEBLOVIEJO
19785,CAUCA,SUCRE
47258,MAGDALENA,EL PINON
68320,SANTANDER,GUADALUPE
13655,BOLIVAR,SAN JACINTO DEL CAUCA
19364,CAUCA,JAMBALO
27787,CHOCO,TADO
54377,NORTE DE SANTANDER,LABATECA
25862,CUNDINAMARCA,VERGARA
17877,CALDAS,VITERBO
54125,NORTE DE SANTANDER,CACOTA
54344,NORTE DE SANTANDER,HACARI
68167,SANTANDER,CHARALA
15580,BOYACA,QUIPAMA
27075,CHOCO,BAHIA SOLANO
73616,TOLIMA,RIOBLANCO
15322,BOYACA,GUATEQUE
63272,QUINDIO,FILANDIA
15476,BOYACA,MOTAVITA
15380,BOYACA,LA CAPILLA
63690,QUINDIO,SALENTO
25489,CUNDINAMARCA,NIMAIMA
99624,VICHADA,SANTA ROSALIA
23500,CORDOBA,MONITOS
68498,SANTANDER,OCAMONTE
73347,TOLIMA,HERVEO
23574,CORDOBA,PUERTO ESCONDIDO
27810,CHOCO,UNION PANAMERICANA
68162,SANTANDER,CERRITO
15362,BOYACA,IZA
13667,BOLIVAR,SAN MARTIN DE LOBA
68549,SANTANDER,PINCHOTE
25596,CUNDINAMARCA,QUIPILE
15466,BOYACA,MONGUI
25718,CUNDINAMARCA,SASAIMA
73270,TOLIMA,FALAN
15696,BOYACA,SANTA SOFIA
15494,BOYACA,NUEVO COLON
15804,BOYACA,TIBANA
15367,BOYACA,JENESANO
13620,BOLIVAR,SAN CRISTOBAL
47541,MAGDALENA,PEDRAZA
25436,CUNDINAMARCA,MANTA
27450,CHOCO,MEDIO SAN JUAN
13248,BOLIVAR,EL GUAMO
08137,ATLANTICO,CAMPO DE LA CRUZ
73547,TOLIMA,PIEDRAS
88564,SAN ANDRES ISLAS,PROVIDENCIA
15798,BOYACA,TENZA
15226,BOYACA,CUITIVA
05240,ANTIOQUIA,EBEJICO
25426,CUNDINAMARCA,MACHETA
70678,SUCRE,SAN BENITO ABAD
15638,BOYACA,SACHICA
54871,NORTE DE SANTANDER,VILLA CARO
27205,CHOCO,CONDOTO
25518,CUNDINAMARCA,PAIME
70235,SUCRE,GALERAS
19418,CAUCA,LOPEZ DE MICAY
15755,BOYACA,SOCOTA
15368,BOYACA,JERICO
68051,SANTANDER,ARATOCA
25288,CUNDINAMARCA,FUQUENE
15816,BOYACA,TOGUI
15879,BOYACA,VIRACACHA
15187,BOYACA,CHIVATA
19693,CAUCA,SAN SEBASTIAN
73870,TOLIMA,VILLAHERMOSA
15774,BOYACA,SUSACON
70400,SUCRE,LA UNION
68020,SANTANDER,ALBANIA
25777,CUNDINAMARCA,SUPATA
68500,SANTANDER,OIBA
73861,TOLIMA,VENADILLO
44855,LA GUAJIRA,URUMITA
73226,TOLIMA,CUNDAY
86219,PUTUMAYO,COLON
68318,SANTANDER,GUACA
68669,SANTANDER,SAN ANDRES
25898,CUNDINAMARCA,ZIPACON
15109,BOYACA,BUENAVISTA
25258,CUNDINAMARCA,EL PENON
05652,ANTIOQUIA,SAN FRANCISCO
25398,CUNDINAMARCA,LA PENA
54239,NORTE DE SANTANDER,DURANIA
54347,NORTE DE SANTANDER,HERRAN
25168,CUNDINAMARCA,CHAGUANI
76054,VALLE DEL CAUCA,ARGELIA
25885,CUNDINAMARCA,YACOPI
68770,SANTANDER,SUAITA
76246,VALLE DEL CAUCA,EL CAIRO
15531,BOYACA,PAUNA
25281,CUNDINAMARCA,FOSCA
15762,BOYACA,SORA
19022,CAUCA,ALMAGUER
17495,CALDAS,NORCASIA
15425,BOYACA,MACANAL
47675,MAGDALENA,SALAMINA
85136,CASANARE,LA SALINA
15542,BOYACA,PESCA
13074,BOLIVAR,BARRANCO DE LOBA
27160,CHOCO,CERTEGUI
68271,SANTANDER,FLORIAN
68368,SANTANDER,JESUS MARIA
68432,SANTANDER,MALAGA
25867,CUNDINAMARCA,VIANI
19318,CAUCA,GUAPI
18756,CAQUETA,SOLANO
54480,NORTE DE SANTANDER,MUTISCUA
15215,BOYACA,CORRALES
25851,CUNDINAMARCA,UTICA
19701,CAUCA,SANTA ROSA
15223,BOYACA,CUBARA
17665,CALDAS,SAN JOSE
15244,BOYACA,EL COCUY
85015,CASANARE,CHAMEZA
25807,CUNDINAMARCA,TIBIRITA
05059,ANTIOQUIA,ARMENIA
25506,CUNDINAMARCA,VENECIA
73236,TOLIMA,DOLORES
47605,MAGDALENA,REMOLINO
25148,CUNDINAMARCA,CAPARRAPI
68377,SANTANDER,LA BELLEZA
68092,SANTANDER,BETULIA
05145,ANTIOQUIA,CARAMANTA
15047,BOYACA,AQUITANIA
15842,BOYACA,UMBITA
15442,BOYACA,MARIPI
85279,CASANARE,RECETOR
25297,CUNDINAMARCA,GACHETA
05021,ANTIOQUIA,ALEJANDRIA
25324,CUNDINAMARCA,GUATAQUI
68169,SANTANDER,CHARTA
13268,BOLIVAR,EL PENON
25483,CUNDINAMARCA,NARINO
70124,SUCRE,CAIMITO
73854,TOLIMA,VALLE DE SAN JUAN
70771,SUCRE,SUCRE
27099,CHOCO,BOJAYA
68296,SANTANDER,GALAN
25293,CUNDINAMARCA,GACHALA
73873,TOLIMA,VILLARRICA
25372,CUNDINAMARCA,JUNIN
13030,BOLIVAR,ALTOS DEL ROSARIO
15106,BOYACA,BRICENO
15189,BOYACA,CIENEGA
15776,BOYACA,SUTAMARCHAN
15808,BOYACA,TINJACA
25594,CUNDINAMARCA,QUETAME
70204,SUCRE,COLOSO
47960,MAGDALENA,ZAPAYAN
68773,SANTANDER,SUCRE
25805,CUNDINAMARCA,TIBACUY
27800,CHOCO,UNGUIA
15097,BOYACA,BOAVITA
15131,BOYACA,CALDAS
52480,NARINO,NARINO
68266,SANTANDER,ENCISO
15162,BOYACA,CERINZA
76863,VALLE DEL CAUCA,VERSALLES
25649,CUNDINAMARCA,SAN BERNARDO
15599,BOYACA,RAMIRIQUI
15455,BOYACA,MIRAFLORES
13549,BOLIVAR,PINILLOS
85300,CASANARE,SABANALARGA
17653,CALDAS,SALAMINA
68682,SANTANDER,SAN JOAQUIN
15533,BOYACA,PAYA
15051,BOYACA,ARCABUCO
68324,SANTANDER,GUAVATA
25592,CUNDINAMARCA,QUEBRADANEGRA
15135,BOYACA,CAMPOHERMOSO
68250,SANTANDER,EL PENON
68720,SANTANDER,SANTA HELENA DEL OPON
85315,CASANARE,SACAMA
68468,SANTANDER,MOLAGAVITA
17541,CALDAS,PENSILVANIA
15218,BOYACA,COVARACHIA
68209,SANTANDER,CONFINES
05004,ANTIOQUIA,ABRIAQUI
15500,BOYACA,OICATA
15276,BOYACA,FLORESTA
73024,TOLIMA,ALPUJARRA
15114,BOYACA,BUSBANZA
68079,SANTANDER,BARICHARA
68179,SANTANDER,CHIPATA
25580,CUNDINAMARCA,PULI
86573,PUTUMAYO,PUERTO LEGUIZAMO
68780,SANTANDER,SURATA
08549,ATLANTICO,PIOJO
25841,CUNDINAMARCA,UBAQUE
15480,BOYACA,MUZO
17388,CALDAS,LA MERCED
25653,CUNDINAMARCA,SAN CAYETANO
25086,CUNDINAMARCA,BELTRAN
68502,SANTANDER,ONZAGA
15761,BOYACA,SOMONDOCO
68397,SANTANDER,LA PAZ
50686,META,SAN JUANITO
15236,BOYACA,CHIVOR
97161,VAUPES,CARURU
70230,SUCRE,CHALAN
15839,BOYACA,TUTAZA
17446,CALDAS,MARULANDA
15514,BOYACA,PAEZ
15550,BOYACA,PISBA
25823,CUNDINAMARCA,TOPAIPI
15810,BOYACA,TIPACOQUE
27491,CHOCO,NOVITA
15403,BOYACA,LA UVITA
25871,CUNDINAMARCA,VILLAGOMEZ
25839,CUNDINAMARCA,UBALA
25368,CUNDINAMARCA,JERUSALEN
15720,BOYACA,SATIVANORTE
15723,BOYACA,SATIVASUR
27250,CHOCO,EL LITORAL DEL SAN JUAN
15522,BOYACA,PANQUEBA
27600,CHOCO,RIO QUITO
68673,SANTANDER,SAN BENITO
15317,BOYACA,GUACAMAYAS
68872,SANTANDER,VILLANUEVA
68152,SANTANDER,CARCASI
15022,BOYACA,ALMEIDA
25095,CUNDINAMARCA,BITUIMA
68121,SANTANDER,CABRERA
15897,BOYACA,ZETAQUIRA
15511,BOYACA,PACHAVITA
68524,SANTANDER,PALMAS DEL SOCORRO
52696,NARINO,SANTA BARBARA
15172,BOYACA,CHINAVITA
50245,META,EL CALVARIO
52427,NARINO,MAGUI
68322,SANTANDER,GUAPOTA
52520,NARINO,FRANCISCO PIZARRO
68370,SANTANDER,JORDAN
68425,SANTANDER,MACARAVITA
20001,CESAR,VALLEDUPAR (CT)
76834,VALLE,TULUA
15001,BOYACA,TUNJA (CT)
66001,RISARALDA,PEREIRA (CT)
73001,TOLIMA,IBAGUE (CT)
84330,ATLANTICO,MALAMBO
23001,CORDOBA,MONTERIA (CT)
17001,CALDAS,MANIZALES (CT)
52001,NARINO,PASTO (CT)
11001,BOGOTA,BOGOTA D.C. (CT)
50880,ANTIOQUIA,BELLO
50010,ANTIOQUIA,MEDELLIN (CT)
76111,VALLE,GUADALAJARA DE BUGA
76001,VALLE,CALI (CT)
56310,ANTIOQUIA,SABANETA
76563,VALLE,PRADERA
76364,VALLE,JAMUNDI
54001,NORTE DE SANTANDER,CUCUTA (CT)
58870,ANTIOQUIA,YARUMAL
76520,VALLE,PALMIRA
18001,CAQUETA,FLORENCIA (CT)
85001,CASANARE,YOPAL (CT)
54400,ANTIOQUIA,MARINILLA
63001,QUINDIO,ARMENIA (CT)
80010,ATLANTICO,BARRANQUILLA (CT)
76895,VALLE,ZARZAL
41001,HUILA,NEIVA (CT)
76670,VALLE,SAN PEDRO
57360,ANTIOQUIA,SEGOVIA
13001,BOLIVAR,CARTAGENA (CT)
76147,VALLE,CARTAGO
50001,META,VILLAVICENCIO (CT)
23586,CORDOBA,PURISIMA
76892,VALLE,YUMBO
76109,VALLE,BUENAVENTURA
56150,ANTIOQUIA,RIONEGRO
47001,MAGDALENA,SANTA MARTA (CT)
56970,ANTIOQUIA,EL SANTUARIO
53800,ANTIOQUIA,LA ESTRELLA
88001,SAN ANDRES,SAN ANDRES (CT)
53600,ANTIOQUIA,ITAGUI
44650,GUAJIRA,SAN JUAN DEL CESAR
27077,CHOCO,BAJO BAUDO
44430,GUAJIRA,MAICAO
76248,VALLE,EL CERRITO
19001,CAUCA,POPAYAN (CT)
52660,ANTIOQUIA,ENVIGADO
13468,BOLIVAR,MOMPOS
76622,VALLE,ROLDANILLO
70001,SUCRE,SINCELEJO (CT)
50450,ANTIOQUIA,APARTADO
68001,SANTANDER,BUCARAMANGA (CT)
56650,ANTIOQUIA,SAN PEDRO DE URABA
54900,ANTIOQUIA,NECOCLI
53080,ANTIOQUIA,GIRARDOTA
57900,ANTIOQUIA,TARAZA
44001,GUAJIRA,RIOHACHA (CT)
76275,VALLE,FLORIDA
50790,ANTIOQUIA,BARBOSA
87580,ATLANTICO,SOLEDAD
91001,AMAZONAS,LETICIA (CT)
82960,ATLANTICO,GALAPA
76130,VALLE,CANDELARIA
51480,ANTIOQUIA,EL CARMEN DE VIBORAL
86380,ATLANTICO,SABANALARGA
53180,ANTIOQUIA,GUARNE
44078,GUAJIRA,BARRANCAS
27001,CHOCO,QUIBDO (CT)
25758,VALLE,JAMUNDI
50510,ANTIOQUIA,ARBOLETES
76400,VALLE,LA UNION
44378,GUAJIRA,HATONUEVO
55790,ANTIOQUIA,PUERTO BERRIO
81001,ARAUCA,ARAUCA (CT)
50300,ANTIOQUIA,AMAGA
50420,ANTIOQUIA,SANTAFE DE ANTIOQUIA
58470,ANTIOQUIA,URRAO
51290,ANTIOQUIA,CALDAS
19548,CAUCA,PIENDAMO
86001,PUTUMAYO,MOCOA (CT)
57610,ANTIOQUIA,SOPETRAN
85600,ATLANTICO,PONEDERA
50340,ANTIOQUIA,ANDES
80780,ATLANTICO,BARANOA
76041,VALLE,ANSERMANUEVO
76606,VALLE,RESTREPO
52224,NARINO,CUASPUD
51900,ANTIOQUIA,CISNEROS
56490,ANTIOQUIA,SAN CARLOS
76246,VALLE,EL CAIRO
76823,VALLE,TORO
52120,ANTIOQUIA,COPACABANA
76616,VALLE,RIOFRIO
51720,ANTIOQUIA,CHIGORODO
73443,TOLIMA,MARIQUITA
52250,NARINO,EL CHARCO
44560,GUAJIRA,MANAURE
76113,VALLE,BUGALAGRANDE
76233,VALLE,DAGUA
76036,VALLE,ANDALUCIA
86340,ATLANTICO,SABANAGRANDE
56860,ANTIOQUIA,SANTA ROSA DE OSOS
76243,VALLE,EL AGUILA
54250,ANTIOQUIA,MACEO
76318,VALLE,GUACARI
76306,VALLE,GINEBRA
53640,ANTIOQUIA,JARDIN
51540,ANTIOQUIA,CAUCASIA
85490,ATLANTICO,PIOJO
58900,ANTIOQUIA,YOLOMBO
47161,MAGDALENA,CERRO SAN ANTONIO
76020,VALLE,ALCALA
50860,ANTIOQUIA,BELMIRA
55850,ANTIOQUIA,PUERTO NARE
58540,ANTIOQUIA,VALDIVIA
94001,GUAINIA,INIRIDA (CT)
44847,GUAJIRA,URIBIA
76736,VALLE,SEVILLA
53900,ANTIOQUIA,LA PINTADA
76377,VALLE,LA CUMBRE
58610,ANTIOQUIA,VENECIA
52820,ANTIOQUIA,FREDONIA
50400,ANTIOQUIA,ANORI
23670,CORDOBA,SAN ANDRES SOTAVENTO
70823,SUCRE,TOLU VIEJO
52840,ANTIOQUIA,FRONTINO
76497,VALLE,OBANDO
85200,ATLANTICO,PALMAR DE VARELA
76122,VALLE,CAICEDONIA
50360,ANTIOQUIA,ANGELOPOLIS
44279,GUAJIRA,FONSECA
53060,ANTIOQUIA,GIRALDO
50930,ANTIOQUIA,BETULIA
58370,ANTIOQUIA,TURBO
25662,CUNDINAMARCA,SAN JUAN DE RIO SECO
84210,ATLANTICO,LURUACO
99001,VICHADA,PUERTO CARRENO (CT)
44098,GUAJIRA,DISTRACCION
44420,GUAJIRA,LA JAGUA DEL PILAR
76403,VALLE,LA VICTORIA
86850,ATLANTICO,SANTO TOMAS
58930,ANTIOQUIA,YONDO
54800,ANTIOQUIA,MUTATA
83720,ATLANTICO,JUAN DE ACOSTA
56790,ANTIOQUIA,SANTA BARBARA
52340,ANTIOQUIA,DABEIBA
76890,VALLE,YOTOCO
88320,ATLANTICO,TUBARA
56700,ANTIOQUIA,SAN ROQUE
56740,ANTIOQUIA,SAN VICENTE
52500,ANTIOQUIA,EL BAGRE
51200,ANTIOQUIA,CACERES
95001,GUAVIARE,SAN JOSE DEL GUAVIARE (CT)
58850,ANTIOQUIA,YALI
86060,ATLANTICO,REPELON
55910,ANTIOQUIA,PUERTO TRIUNFO
51470,ANTIOQUIA,CAREPA
51380,ANTIOQUIA,CANASGORDAS
56600,ANTIOQUIA,SAN LUIS
52400,ANTIOQUIA,EBEJICO
56640,ANTIOQUIA,SAN PEDRO
57560,ANTIOQUIA,SONSON
53100,ANTIOQUIA,GOMEZ PLATA
19760,CAUCA,SOTARA
76126,VALLE,CALIMA
52090,ANTIOQUIA,CONCORDIA
52370,ANTIOQUIA,DON MATIAS
44874,GUAJIRA,VILLANUEVA
53470,ANTIOQUIA,HELICONIA
56070,ANTIOQUIA,RETIRO
55410,ANTIOQUIA,PENOL
56560,ANTIOQUIA,SAN JERONIMO
76100,VALLE,BOLIVAR
58090,ANTIOQUIA,TITIRIBI
50310,ANTIOQUIA,AMALFI
57890,ANTIOQUIA,TAMESIS
56040,ANTIOQUIA,REMEDIOS
81410,ATLANTICO,CANDELARIA
76863,VALLE,VERSALLES
53760,ANTIOQUIA,LA CEJA
58190,ANTIOQUIA,TOLEDO
44035,GUAJIRA,ALBANIA
53530,ANTIOQUIA,HISPANIA
56900,ANTIOQUIA,SANTO DOMINGO
56670,ANTIOQUIA,SAN RAFAEL
52640,ANTIOQUIA,ENTRERRIOS
54670,ANTIOQUIA,MONTEBELLO
25645,VALLE,YUMBO
85730,ATLANTICO,PUERTO COLOMBIA
84360,ATLANTICO,MANATI
76828,VALLE,TRUJILLO
50590,ANTIOQUIA,ARMENIA
76869,VALLE,VIJES
20443,CESAR,MANAURE
44855,GUAJIRA,URUMITA
56420,ANTIOQUIA,SALGAR
54950,ANTIOQUIA,NECHI
50020,ANTIOQUIA,ABEJORRAL
51500,ANTIOQUIA,CAROLINA
54000,ANTIOQUIA,LA UNION
53680,ANTIOQUIA,JERICO
86750,ATLANTICO,SANTA LUCIA
51070,ANTIOQUIA,BRICENO
56520,ANTIOQUIA,SAN FRANCISCO
15090,BOYACA,BERBEO
53210,ANTIOQUIA,GUATAPE
19809,CAUCA,TIMBIQUI
44090,GUAJIRA,DIBULLA
51970,ANTIOQUIA,COCORNA
44110,GUAJIRA,EL MOLINO
53610,ANTIOQUIA,ITUANGO
85580,ATLANTICO,POLONUEVO
56590,ANTIOQUIA,SAN JUAN DE URABA
50550,ANTIOQUIA,ARGELIA
51010,ANTIOQUIA,CIUDAD BOLIVAR
58560,ANTIOQUIA,VALPARAISO
56470,ANTIOQUIA,SAN ANDRES DE CUERQUIA
81370,ATLANTICO,CAMPO DE LA CRUZ
97001,VAUPES,MITU (CT)
58580,ANTIOQUIA,VEGACHI
52060,ANTIOQUIA,CONCEPCION
15248,BOYACA,EL ESPINO
58950,ANTIOQUIA,ZARAGOZA
56580,ANTIOQUIA,SAN JOSE DE LA MONTANA
54110,ANTIOQUIA,LIBORINA
50380,ANTIOQUIA,ANGOSTURA
51450,ANTIOQUIA,CARAMANTA
87700,ATLANTICO,SUAN
15660,BOYACA,SAN EDUARDO
50910,ANTIOQUIA,BETANIA
50440,ANTIOQUIA,ANZA
76054,VALLE,ARGELIA
55010,ANTIOQUIA,OLAYA
25299,CUNDINAMARCA,GAMA
54830,ANTIOQUIA,NARINO
53130,ANTIOQUIA,GRANADA
50210,ANTIOQUIA,ALEJANDRIA
76845,VALLE,ULLOA
88490,ATLANTICO,USIACURI
53150,ANTIOQUIA,GUADALUPE
76250,VALLE,EL DOVIO
51130,ANTIOQUIA,BURITICA
57920,ANTIOQUIA,TARSO
55760,ANTIOQUIA,PUEBLORRICO
86001,PUTUMAYO,VALLE DEL GUAMUEZ
00000,ANTIOQUIA,MEDELLIN (CT)
51420,ANTIOQUIA,CARACOLI
50040,ANTIOQUIA,ABRIAQUI
68176,SANTANDER,CHIMA
51250,ANTIOQUIA,CAICEDO
56280,ANTIOQUIA,SABANALARGA
51340,ANTIOQUIA,CAMPAMENTO
88564,SAN ANDRES,PROVIDENCIA
58420,ANTIOQUIA,URAMITA
68522,SANTANDER,PALMAR
55430,ANTIOQUIA,PEQUE
52490,NARINO,OLAYA HERRERA
15673,BOYACA,SAN MATEO
27495,CHOCO,NUQUI
68264,SANTANDER,ENCINO
15180,BOYACA,CHISCAS
15621,BOYACA,RONDON
68344,SANTANDER,HATO
68160,SANTANDER,CEPITA
15092,BOYACA,BETEITIVA
27372,CHOCO,JURADO
15832,BOYACA,TUNUNGUA
68211,SANTANDER,CONTRATACION
